"管理番号","機器名称","開始日","状況","現所在地ＣＤ","現所在地","型式","製造ＣＤ","管理部署","分類ＣＤ","分類","メーカーＣＤ","メーカー","配備部署","ME.No","カタログ名称","SystemID","資産番号","資産区分","納入年月日","廃棄フラグ","廃棄年月日","廃棄予定日","廃棄担当者","代表機種","年間保守契約","年間保守費用","常設機器","統計対象外","運転実時間","耐用年数","可用年数","所属コード","購入価格"
"25-0018","ベッドサイドモニタ","","","118","新　SCU","CU-152R","5972","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"25-0019","ベッドサイドモニタ","","","118","新　SCU","CU-152R","5973","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"25-0020","ベッドサイドモニタ","","","118","新　SCU","CU-152R","5974","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"25-0021","ベッドサイドモニタ","","","118","新　SCU","CU-152R","5975","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"25-0022","ベッドサイドモニタ","","","118","新　SCU","CU-152R","5976","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"25-0023","ベッドサイドモニタ","","","118","新　SCU","CU-152R","5977","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"25-0024","ベッドサイドモニタ","","","118","新　SCU","CU-152R","5978","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"25-0025","ベッドサイドモニタ","","","118","新　SCU","CU-152R","5979","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"25-0026","ベッドサイドモニタ","","","118","新　SCU","CU-152R","5980","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"25-0027","ベッドサイドモニタ","","","118","新　SCU","BSM-1763","23520","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0028","ベッドサイドモニタ","","","118","新　SCU","BSM-1763","23521","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0029","ベッドサイドモニタ","","","118","新　SCU","BSM-1763","23522","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0030","ベッドサイドモニタ","","","118","新　SCU","BSM-1763","23523","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0031","ベッドサイドモニタ","","","118","新　SCU","BSM-1763","23524","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0032","ベッドサイドモニタ","","","118","新　SCU","BSM-1763","23525","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0033","ベッドサイドモニタ","","","118","新　SCU","BSM-1763","23526","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0034","ベッドサイドモニタ","","","118","新　SCU","BSM-1763","23527","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0035","ベッドサイドモニタ","","","118","新　SCU","BSM-1763","23528","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0045","ベッドサイドモニタ","2025/04/24 13:58:00","貸出中","118","新　SCU","PVM-4763","19876","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","SCU　CH2098","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"00-3056","ベッドサイドモニター","2024/01/27 10:17:23","貸出中","131","新　CT室","BSM-2401","02312","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　CT室","CT","ベッドサイドモニタ","","","固定資産","2007/09/14 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"12-0141","ベッドサイドモニター","2024/02/13 10:23:32","貸出中","103","新　東4階(産婦人科)","PVM-2701","03316","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　東4階(産婦人科)","東４産科専用","ベッドサイドモニタ","","00001494-00","固定資産","2012/11/30 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"12-0142","ベッドサイドモニター","2024/01/27 11:04:07","貸出中","123","新　中央処置室","PVM-2701","03317","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　中央処置室","中央処置室","ベッドサイドモニタ","","00001495-00","固定資産","2012/11/30 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"14-0185","ベッドサイドモニター","2024/02/13 10:19:04","貸出中","103","新　東4階(産婦人科)","PVM-2703","6576","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　東4階(産婦人科)","東４産科専用","ベッドサイドモニタ","","","固定資産","2014/12/26 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"14-0044","ベッドサイドモニター","2024/02/20 10:31:19","貸出中","114","新　ICU","BSM-1763","2216","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　ICU","ICU-1","ベッドサイドモニタ","","","固定資産","2015/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"14-0045","ベッドサイドモニター","2024/02/06 10:27:37","貸出中","114","新　ICU","BSM-1763","2217","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　ICU","ICU-3","ベッドサイドモニタ","","","固定資産","2015/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"14-0048","ベッドサイドモニター","2024/12/05 13:41:00","貸出中","114","新　ICU","BSM-1763","2218","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　ICU","ICU-4","ベッドサイドモニタ","","","固定資産","2015/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"14-0049","ベッドサイドモニター","2024/02/21 14:01:52","貸出中","96","初療室","BSM-1763","2219","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","初療室","ER　移動用","ベッドサイドモニタ","","","固定資産","2015/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"15-0020","ベッドサイドモニター","2022/12/14 14:11:46","貸出中","129","新　X線室","PVM-2703","08822","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　X線室","X線室","ベッドサイドモニタ","","00001714-00","固定資産","2016/01/29 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"15-0025","ベッドサイドモニター","2024/02/13 10:40:56","貸出中","185","血液浄化センター","PVM-2703","08823","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","血液浄化センター","血液浄化センターCH5001","ベッドサイドモニタ","","00001716-00","固定資産","2016/03/09 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"15-0026","ベッドサイドモニター","2024/09/05 15:04:00","貸出中","140","新　エコー室","PVM-2703","08824","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　エコー室","エコー室専用","ベッドサイドモニタ","","00001715-00","固定資産","2016/03/09 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"16-0032","ベッドサイドモニター","2024/01/27 10:55:40","貸出中","122","新　外来D","PVM-2701","10043","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　外来D","歯科用","ベッドサイドモニタ","","00001762-00","固定資産","2017/02/23 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"16-0033","ベッドサイドモニター","2024/01/27 11:35:54","貸出中","128","新　内視鏡室","PVM-2701","10044","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　内視鏡室","内視鏡②","ベッドサイドモニタ","","00001763-00","固定資産","2017/02/23 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"16-0035","ベッドサイドモニター","2024/02/22 11:09:13","貸出中","150","新　化学療法室","PVM-2701","10046","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　化学療法室","化学療法室","ベッドサイドモニタ","","00001765-00","固定資産","2017/02/23 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"16-0037","ベッドサイドモニター","2024/01/27 10:10:17","貸出中","129","新　X線室","PVM-2703","11244","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　X線室","X線室","ベッドサイドモニタ","","00001767-00","固定資産","2017/02/23 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"16-0036","ベッドサイドモニター","2024/02/20 9:19:49","貸出中","126","新　救急外来","PVM-2703","11243","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　救急外来","救外診察室","ベッドサイドモニタ","","00001768-00","固定資産","2017/02/23 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"16-0039","ベッドサイドモニター","2024/01/27 10:29:21","貸出中","133","新　リニアック室","PVM-2703","11246","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　リニアック室","リニアック専用","ベッドサイドモニタ","","00001771-00","固定資産","2017/02/23 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"17-0001","ベッドサイドモニター","2024/01/27 11:10:36","貸出中","128","新　内視鏡室","PVM-2701","10634","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　内視鏡室","内視鏡③","ベッドサイドモニタ","","00001799-00","固定資産","2017/04/25 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"17-0008","ベッドサイドモニター","2025/04/24 8:06:00","貸出中","96","初療室","BSM-1763","6841","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","初療室","初療室","ベッドサイドモニタ","","00001813-00","固定資産","2017/10/11 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"17-0023","ベッドサイドモニター","2024/09/27 15:10:00","貸出中","131","新　CT室","PVM-2701","10491","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　CT室","第２　CT室","ベッドサイドモニタ","","","固定資産","2018/03/14 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"18-3006","ベッドサイドモニター","2024/01/27 15:45:20","貸出中","132","新　アンギオ室","BSM-1763","9725","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　アンギオ室","第一ｱﾝｷﾞｵ室","ベッドサイドモニタ","","","固定資産","2019/03/28 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"19-1011","ベッドサイドモニター","2024/01/27 15:55:19","貸出中","132","新　アンギオ室","BSM-1763","11032","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　アンギオ室","第二アンギオ室","ベッドサイドモニタ","","","固定資産","2019/09/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"19-0023","ベッドサイドモニター","2023/01/28 10:39:22","貸出中","113","新　手術室","BSM-1763","11468","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　手術室","OR5","ベッドサイドモニタ","","","固定資産","2019/11/30 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"20-3083","ベッドサイドモニター","2024/02/20 9:27:21","貸出中","126","新　救急外来","BSM-1763","14708","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　救急外来","","ベッドサイドモニタ","","00002038-00","固定資産","2021/03/25 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"20-3084","ベッドサイドモニター","2024/02/20 9:31:48","貸出中","126","新　救急外来","BSM-1763","14709","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　救急外来","","ベッドサイドモニタ","","00002039-00","固定資産","2021/03/25 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"20-3085","ベッドサイドモニター","2024/02/20 9:36:45","貸出中","126","新　救急外来","BSM-1763","14710","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　救急外来","","ベッドサイドモニタ","","00002041-00","固定資産","2021/03/25 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"23-3014","ベッドサイドモニター","2023/06/26 14:17:00","貸出中","113","新　手術室","BSM-1763","19896","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　手術室","OR1","ベッドサイドモニタ","","","固定資産","2023/06/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"23-3015","ベッドサイドモニター","2023/06/26 14:17:00","貸出中","113","新　手術室","BSM-1763","19897","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　手術室","OR2","ベッドサイドモニタ","","","固定資産","2023/06/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"23-3016","ベッドサイドモニター","2023/06/26 14:17:00","貸出中","113","新　手術室","BSM-1763","19898","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　手術室","OR3","ベッドサイドモニタ","","","固定資産","2023/06/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"23-3017","ベッドサイドモニター","2023/06/26 14:17:00","貸出中","113","新　手術室","BSM-1763","19899","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　手術室","OR4","ベッドサイドモニタ","","","固定資産","2023/06/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"23-3018","ベッドサイドモニター","2023/06/26 14:17:00","貸出中","113","新　手術室","BSM-1763","19900","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　手術室","OR6","ベッドサイドモニタ","","","固定資産","2023/06/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"23-3019","ベッドサイドモニター","2023/06/26 14:17:00","貸出中","113","新　手術室","BSM-1763","19901","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　手術室","OR7","ベッドサイドモニタ","","","固定資産","2023/06/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"23-3020","ベッドサイドモニター","2023/06/26 14:17:00","貸出中","113","新　手術室","BSM-1763","19902","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　手術室","OR8","ベッドサイドモニタ","","","固定資産","2023/06/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"23-3021","ベッドサイドモニター","2023/06/26 14:17:00","貸出中","132","新　アンギオ室","BSM-1763","19903","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　アンギオ室","アンギオ３","ベッドサイドモニタ","","","固定資産","2023/06/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"24-0044","ベッドサイドモニター","","","113","新　手術室","BSM-1763","22615","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　手術室","","ベッドサイドモニタ","","","固定資産","2024/11/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0010","ベッドサイドモニター","2025/04/28 10:42:00","貸出中","100","HCU","BSM-1763","23512","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","HCU","HCU","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0011","ベッドサイドモニター","2025/04/28 10:42:00","貸出中","100","HCU","BSM-1763","23513","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","HCU","HCU","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0012","ベッドサイドモニター","2025/04/28 10:42:00","貸出中","100","HCU","BSM-1763","23514","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","HCU","HCU","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0013","ベッドサイドモニター","2025/04/28 10:42:00","貸出中","100","HCU","BSM-1763","23515","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","HCU","HCU","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0014","ベッドサイドモニター","2025/04/28 10:42:00","貸出中","100","HCU","BSM-1763","23516","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","HCU","HCU","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0015","ベッドサイドモニター","2025/04/28 10:42:00","貸出中","100","HCU","BSM-1763","23517","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","HCU","HCU","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0016","ベッドサイドモニター","2025/04/28 10:42:00","貸出中","100","HCU","BSM-1763","23518","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","HCU","HCU","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-0017","ベッドサイドモニター","2025/04/28 10:42:00","貸出中","100","HCU","BSM-1763","23519","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","HCU","HCU","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"11-0076","マルチガスユニット","2023/06/26 14:43:00","","108","新　ＭＥ室","AG-920R","01219","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　手術室","OR-3","マルチガスユニット","","","固定資産","2011/09/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"11-0082","マルチガスユニット","2023/06/26 14:43:00","","108","新　ＭＥ室","AG-920R","01321","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　手術室","OR-7","マルチガスユニット","","","固定資産","2011/09/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"11-0075","マルチガスユニット","2023/06/26 14:43:00","","108","新　ＭＥ室","AG-920R","01322","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　手術室","OR-4","マルチガスユニット","","","固定資産","2011/09/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"11-0078","マルチガスユニット","2023/06/26 14:43:00","","108","新　ＭＥ室","AG-920R","01323","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　手術室","OR-1","マルチガスユニット","","","固定資産","2011/09/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"11-0083","マルチガスユニット","2023/06/26 14:43:00","","108","新　ＭＥ室","AG-920R","01324","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　手術室","OR-6","マルチガスユニット","","","固定資産","2011/09/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"11-0074","マルチガスユニット","2023/06/26 14:43:00","","108","新　ＭＥ室","AG-920R","01325","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　手術室","OR-2","マルチガスユニット","","","固定資産","2011/09/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"19-8036","レコーダモジュール","2024/01/29 9:49:13","貸出中","111","新　西6階","WS-470P","1763","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　西6階","","記録器","","","固定資産","2019/11/27 0:00:00","False","","","","False","False","0","False","False","","0","0","","0"
"13-0046","レコーダユニット","2024/01/31 11:15:39","貸出中","111","新　西6階","WS-960P","03749","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　西6階","","レコーダユニット","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","6","","0"
"14-0028","レコーダユニット","2022/11/16 10:13:00","","108","新　ＭＥ室","WS-960P","4253","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　西4階","西4","レコーダユニット","","","固定資産","2015/01/06 0:00:00","False","","","","False","False","0","False","False","","0","6","","0"
"14-0040","レコーダユニット","2024/02/07 13:23:51","貸出中","101","新　東3階","WS-960P","5770","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　東3階","","レコーダユニット","","","固定資産","2015/03/23 0:00:00","False","","","","False","False","0","False","False","","0","6","","0"
"15-0017","レコーダユニット","2024/03/06 9:55:08","貸出中","105","新　東6階","WS-930P","00845","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　東6階","","記録器","","","固定資産","2016/02/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"16-0003","レコーダユニット","2022/11/17 9:23:00","","108","新　ＭＥ室","WS-960P","03735","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　西5階","13-0033に付属","レコーダユニット","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","6","","0"
"18-0010","レコーダユニット","2024/01/30 10:18:02","貸出中","111","新　西6階","WS-960P","11851","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　西6階","","レコーダユニット","","","固定資産","2019/01/30 0:00:00","False","","","","False","False","0","False","False","","0","6","","0"
"00-2833","医用テレメータ","2025/01/14 16:20:10","保守開始","109200","日本光電工業","WEP-5208","00214","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東4階(産婦人科)","東４産科","医用テレメータ","","","固定資産","2009/03/31 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"00-3032","医用テレメータ","2024/02/22 11:00:06","貸出中","150","新　化学療法室","WEP-5204","00254","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　化学療法室","化学療法","ベッドサイドモニタ","","","固定資産","2009/03/31 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"10-2110","医用テレメータ","2024/02/22 10:23:21","貸出中","119","新　外来A","WEP-5204","00762","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　外来A","外来A","医用テレメータ","","00001590-00","固定資産","2010/02/26 0:00:00","False","","","","False","False","","False","False","","6","","","0"
"10-2111","医用テレメータ","2023/10/18 9:01:55","保守開始","","","WEP-5208","00440","新　臨床工学室","0221480","医用テレメータ","109200","日本光電工業","新　西2階","西2","医用テレメータ","","00001590-00","固定資産","2010/02/26 0:00:00","False","","","","False","False","","False","False","","6","","","0"
"13-0163","医用テレメータ","2024/02/22 10:45:20","貸出中","138","新　運動療法室","WEP-5204","3385","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　運動療法室","リハ室","医用テレメータ","","","固定資産","2013/12/27 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"20-0072","医用テレメータ","2024/06/19 14:31:00","貸出中","110","新　西5階","WEP-1200","00155","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　西5階","西5","医用テレメータ","","00002021-00","固定資産","2021/03/09 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"20-1016","医用テレメータ","2025/04/28 16:46:00","貸出中","118","新　SCU","BSM-3400","02147","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　ＭＥ室","ME貸出用","ベッドサイドモニタ","","00002032-00","固定資産","2021/03/18 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"20-1017","医用テレメータ","2025/04/28 16:47:00","貸出中","118","新　SCU","BSM-3400","02148","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　ＭＥ室","ME一時貸出","ベッドサイドモニタ","","00002033-00","固定資産","2021/03/18 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"20-1018","医用テレメータ","2025/05/17 19:37:00","貸出中","102","新　東4階(小児科)","BSM-3400","02149","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　ＭＥ室","ME貸出用","ベッドサイドモニタ","","00002034-00","固定資産","2021/03/18 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"20-1019","医用テレメータ","2025/04/07 15:38:00","貸出中","104","新　東5階","BSM-3400","02150","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　ＭＥ室","ME貸出機","ベッドサイドモニタ","","00002035-00","固定資産","2021/03/18 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"20-1020","医用テレメータ","2024/01/18 11:15:15","貸出中","112","新　西7階","BSM-3400","02151","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　西7階","西7","ベッドサイドモニタ","","00002036-00","固定資産","2021/03/18 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"21-0021","医用テレメータ","2024/01/17 14:38:34","貸出中","106","新　東7階","WEP-1450","00877","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　東7階","東７","医用テレメータ","","00002121-00","固定資産","2021/08/12 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"21-0022","医用テレメータ","2024/02/14 10:45:42","貸出中","102","新　東4階(小児科)","WEP-1450","00967","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　東4階(小児科)","","医用テレメータ","","00002121-00","固定資産","2021/08/12 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"21-0023","医用テレメータ","2024/11/07 14:47:41","保守開始","109200","日本光電工業","WEP-1450","00951","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　ＭＥ室","","医用テレメータ","","00002122-00","固定資産","2021/08/11 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"22-0043","医用テレメータ","2024/02/15 9:14:00","貸出中","109","新　西4階","WEP-1450","1367","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　西4階","西４","医用テレメータ","","00002181-00","固定資産","2022/12/16 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"22-0050","医用テレメータ","2024/01/17 14:35:09","貸出中","106","新　東7階","WEP-1450","1374","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　東7階","東７","医用テレメータ","","00002181-00","固定資産","2022/12/16 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"22-0049","医用テレメータ","2024/01/16 11:12:42","貸出中","112","新　西7階","WEP-1450","1373","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　西7階","","医用テレメータ","","00002181-00","固定資産","2022/12/16 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
"22-0048","医用テレメータ","2024/01/25 11:12:58","貸出中","105","新　東6階","WEP-1450","1372","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　東6階","","医用テレメータ","","00002181-00","固定資産","2022/12/16 0:00:00","False","","","","False","False","0","False","False","","6","0","","0"
